Name,City,Address,Lat,Lng
farhan mobiles,Kamaila,chicha watni road kamalia,,
JADAH MOBILE,Tando Allahyar,BUS STAND KAMALIA,,
IRFANIA PCO,Tando Allahyar,RAZA ABAD KAMALIA,,
Pakistan mobile shop,Tando Allahyar,THANA Chowk kot addu,,
shoukat Mobile Shop,Tando Allahyar,Sultan colony sinawan kot addu,,
Sheikh Mobile Bank,Tando Allahyar,Thana Road kot addu,,
Ahmad Communication,Tando Allahyar,Thermal Road Kot Addu,,
Friends Mobile Shop,Tando Allahyar,Daya Chowkha Sharqi Sinanwan Tehsil Kot Addu,,
PAK China Mobile,Kot Addu,"Tiba City Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Pakeeza Mobile Shop,Kot Addu,"G.T Road Kot Addu Dist. Muzaffar Garh, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
AlMuslim PCO,Kot Addu,"Chah Mohin Wala Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Moeen Bukhari Mobile Shop,Kot Addu,"Tariq Chowk Kot Addu Dist. Muzaffar Garh, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Namat Mobile Shop,Kot Addu,"G. T Road Kot Addu Dist. Muzaffar Garh, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Bismillah Mobile Shop,Kot Addu,"Ward#14/C Muhallah Ghareeb Abad Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Khan Mobile shop,Kot Addu,"Chah Shah Wala Bhari Hog Sinanwan Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Mehrvi Mobile Shop,Kot Addu,"Chah Bohe Wala Daya Chokha Sinanwan Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Rana Asim Mobile Shop,Kot Addu,"Ward#3 Muhallah Siddique Abad Tehsil Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Ali Mobile Shop,Kot Addu,"Basti Bhati Bait Sohni Wala Qasba Gujrat Tehsil Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Javed Mobile Shop,Kot Addu,"Chk#519/TDA, Post Office Chk#518/TDA Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Ghani Drink Corner,Kot Addu,"G.T Road Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Unique Mobile Shop,Kot Addu,"Muhallah showkat Abad Daira Deen Panah Tehsil Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Abbass Mobile Shop,Kot Addu,"Rakh Ehsan Pur Tehsil Kot Addu, Dera Ghazi Khan, N/A Dera Ghazi Khan, Dera Ghazi Khan",,
Ahsan Mobile,Layyah,"N/A, Kot Addu Road Layyah, Layyah, N/A Layyah, Dera Ghazi Khan",,
ANGEL MOBILE,Nowshera,MUSLIM BAZAR NOWSHERA KALAN,,
AKRAM GENERAL STORE,Nowshera,"na, TABEEL CHOW NOUSHERA DIST KHUSHAB, Nowshera, na Khushab, Nowshera",,
TAHIR BOOK DEP,Nowshera,"na, MAIMN BAZAR NOUSHERA, Khushab, na Khushab, Nowshera",,
CHINA MOBILE,Nowshera,MAIN BAZAR NOWSHERA,,
ASAD COMMUNICATION,Nowshera,MAIN SADAR BAZAR NOWSHERA CANTT,,
HABIB MOBILE ZONE,Nowshera,RA BAZAR LAL KURTI NOWSHERA,,
Nowsherawan PCO,Jehangira,Khair Abad Bazar Main Chowk Near GT Road,,
mobile shop,Pabbi,Shaheen khail daak khana ismail khail district nowshera,,
ZIA PCO,Nowshera,"NOWSHERA CANTT, Peshawar, N/A Peshawar, Peshawar",,
Adnan Electric Store,Nowshera,"na, Zando Banda Risalpur, Nowshera, na Nowshera, Nowshera",,
POPULAR MOBILE,Risalpur,"CAVALARY ROAD NOWSHERA CANTT, Peshawar, N/A Peshawar, Peshawar",,
AL HABIB STATIONERY,Nowshera,RA BAZAR LAL KURTI NOWSHERA,,
toheed G/s,Pashtoon Gari,"mohhalah kandi payan village pashtoon garhi district nowshera, Peshawar, N/A Peshawar, Peshawar",,
kamran Mobile,Nowshera,"1, SHEIKH MARKET NOWSHERA CANTT, Peshawar, N/A Peshawar, Peshawar",,
THREE STAR GENERAL STORE,Nowshera,BARA KHEL NOWSHERA KALAN,,
Abdul saleem General store,Azakhel,"1, Abdul saleem G/s Mohallah jafar village Azakhel bala tehsil and district nowshera, Peshawar, N/A Peshawar, Peshawar",,
QAZI MOBILE,Nowshera,FERDOS PLAZA NOWSHERA CANTT,,
karyana store,Pabbi,Muhallah bashir abad akbar pura nowshera,,
Mohsin PCO,Nowshera,"1, STATION ROAD NOWSHERA, Peshawar, N/A Peshawar, Peshawar",,
AMIR MOBILE CENTER,Nowshera,"AMIR MOBILE CENTER, AMIR MOBILE CENTER, Nowshera, NA Nowshera, Nowshera",,
SHAH COMMUNICATION,Jhangera,"SHAH COMMUNICATION, SHAH COMMUNICATION, Nowshera, NA Nowshera, Nowshera",,
City Mobile,Nowshera,"1, Main Bazar Nowshera Cantt, Peshawar, N/A Peshawar, Peshawar",,
SHERAZ CUSTOMER SERVIE,Risalpur,"1, NOWSHERA RISALPUR ROAD KABUL RIVER, Peshawar, N/A Peshawar, Peshawar",,
mobile shop,Pabbi,Wapda colony main road near taru jabba district nowshera,,
KHOSHAL PCO,Gujranwala,SHOP NO 73 NEW SABZI MANDI NOWSHERA SANSI,,
karyana store,Pabbi,Wapda colony main road near taru jabba district nowshera,,
Welcome PCO,Rashakai,"Rashakai Bazar Nowshera Road, Abbottabad, N/A Abbottabad, Abbottabad",,
Hamza Mobile,Mahajar Bazar,"mahajar bazar distt and tehsil nowshera, Peshawar, N/A Peshawar, Peshawar",,
UZAIR MOBILE,Manki,MANKI CHOWK NOWSHERA CANTT,,
Bakhtyar G/S,Jhangera,"NA, NANDRAK, Nowshera, NA Nowshera, Nowshera",,
AMIR CUSTOMER SERVICE,Nowshera,"AMIR CUSTOMER SERVICE, AMIR CUSTOMER SERVICE, Nowshera, NA Nowshera, Nowshera",,
islamabad Gift Center,Nowshera,"Main Bazar Nowshera Cantt, Peshawar, N/A Peshawar, Peshawar",,
Fahad Mobile,Pabbi,"pabbi nowshera tehsil and distt nowshera, Peshawar, N/A Peshawar, Peshawar",,
Imran Communication Topshop,Risalpur,"01, Main Bazar Risal Pur, Nowshera, NA Peshawar, Peshawar",,
Adnan Mobile Topshop,Nowshera,"01, Main Saddar Bazar Nowshera, Nowshera, NA Nowshera, Nowshera",,
Badshah Mobile Communication,Nowshera,"01, Near Nowshera Bus Terminal, Nowshera, na Nowshera, Nowshera",,
Imran Pco,Charsadda,"Nowshera R, Nowshera Road Mil Bazar Charsadda, Mardan, na Mardan, Mardan",,
Hamza C.S top shop,Kheshgi Payan,"01, Main Bazar Kheshgi Payan Nowhera, Nowshera, NA Nowshera, Nowshera",,
Tahir Top Shop,Jhangera,"N/A, Station Road Jehangira, Nowshera, N/A Nowshera, Nowshera",,
National Medicose & Mobile Center,Charsadda,"Opposite Z, Opposite Zong Office Nowshera Road Charsadda, Charsadda, na Charsadda, Charsadda",,
Gul Top Shop,Manki,"N/A, Manki, Nowshera, N/A Nowshera, Nowshera",,
Shah Nam Mobile,Nowshera,"1, MUSLIM BAZAR NOWSHERA KALAN, Peshawar, N/A Peshawar, Peshawar",,
Noor Boot House,Mardan,Muhabbat Abad Pattak Nowshera Road Mardan,,
Mushtaq G/S,Chota Lahore,"N/A, Chota Lahore, Nowshera, N/A Nowshera, Nowshera",,
Zafar Top Shop,Torder,"N/A, Tordher, Nowshera, N/A Nowshera, Nowshera",,
MUSHTAQ MOBILE CENTER,Topi,"NA, MATONA BAZAR, Swabi, NA Swabi, Nowshera",,
ALI MOBILE,Swabi,MOH PIR ABAD DISTT SWABI,,
Haris Mobile,Swabi,Main Bazar Maneri Bala Swabi,,
gul karyana,Topi,"NA, kalabat, Swabi, na Swabi, Kalat",,
ijaz customer service,Swabi,MOH SHAGHI TEH RAZZAR DISTT SWABI,,
ADIL GENRAL STORE,Topi,MOH MAGREBI BANDA DODER D/T SWABI,,
RIAZ MOBILE,Swabi,GAR BANDA SALEEM KHAN DISTT SWABI,,
Shahfahad Customer Service,Taraki,Main Bazar Jaganat Distt Swabi,,
Yamaan Mobile Zone,Swabi,"NA, Main Bazar Kalu Khan The & Distt Swabi, Swabi, NA Swabi, Sawabi G.P.O",,
HB mobile center,Bakir,Main bazar Bakir Distt swabi,,
Tufail Super Store,Mardan,Swabi Road Main Bazar Bughdadda,,
Haroon book seller,Swabi,"NA, Main Bazar Karnal sher kalli Tehsil &Distt Swabi, Swabi, NA Swabi, Sawabi G.P.O",,
Rahmat Super Store,Topi,"Main Bazar Qandaf Topi Swabi, Main Bazar Qandaf Topi Swabi, Swabi, NA Swabi, Sawabi G.P.O",,
Wahab General Store,Swabi,"Main Panj pir Tehsil & Distt Swabi, Main Panj pir Tehsil & Distt Swabi, Swabi, N A Swabi, Sawabi G.P.O",,
Shamshad General Store,Swabi,"na, Main Chowk Swabi Bazar Distt Swabi, Swabi, na Swabi, Peshawar",,
Bashir Ahmad Mobile Center,Lahore,Zyarat Road Toordher Tehsil Lahore Distt swabi,,
Zulfi Patan PCO,Topi,Main Bazar Baja Topi Swabi,,
Abdullah Karyana Store,Swabi,"NA, Main Bazar Yaqobey Distt Swabi, Swabi, NA Swabi, Sawabi G.P.O",,
Awami Super Store,Swabi,"na, Mardan Road Main Swabi, Swabi, na Swabi, Mardan",,
SHAHID HASSAN,Swabi,VILLAGE SHEIKH JANA TEH RAZZAR DISTT SWABI,,
Anees Mobile,Swabi,bab khel karnal sher akli distt swabi,,
AYAZ PCO,Swabi,VILLAGE DAGI TEH RAZZAR DISTT SWABI,,
iftikhar mobile center,Swabi,bahdar khel karnal sher kali distt swabi,,
Ajmal PCO,Swabi,"NA, Main bazar Charbagh Distt swabi, Swabi, NA Swabi, Sawabi G.P.O",,
Rahman Karyana Store,Swabi,"Gulo Dheri Swabi, Mardan, N/A Mardan, Mardan",,
TAIMOOR MOBILE CENTER,Swabi,MANERI PAYAN DISTT SWABI,,
NAJAM ZAID M/C,Jhangera,"NA, NAJAM ZAID M/C, Swabi, NA Swabi, Sawabi G.P.O",,
Hamid Mobile Zone,Tordher,Jalbi Bazar Swabi,,
Younas General store,Swabi,Main Bazar Karnal sher kalli Tehsil Distt Swabi,,
Main Bazar Paludand Saleem Khan Swabi,Swabi,"Palu Dand, Palu Dand, Swabi, N A Swabi, Sawabi G.P.O",,
Mukhtiar Pco,Swabi,Main Chowk Swabi Bazar,,
Ikram medical store,Swabi,"NA, Main bazar shewa kalli Tehbisil & Distt Sw, Swabi, NA Swabi, Sawabi G.P.O",,
MOBILE SHOP,Swabi,MEHMOOD ABAD JAMAL ABAD DISTT SWABI,,
Al-Noor Mobile Center,Swabi,"1, Khan Plaza Jangira Road Swabi Distt Swabi, Mardan, N/A Mardan, Mardan",,
Junaid Mobiles,Swabi,"NA, Guhati PO TOPI, Swabi, NA Swabi, Mardan",,
Bacha Customer Service,Swabi,"1, Dagi aada Village Dagi Distt Swabi, Mardan, N/A Mardan, Mardan",,
Imran PCO,Swabi,"NA, Main bazar yar hussain Distt Swabi, Swabi, NA Swabi, Sawabi G.P.O",,
Unique Mobile center,Swabi,"Ismaila, Mohalla Haji abad ismaila tehsil & Distt swabi, Swabi, N A Swabi, Sawabi G.P.O",,
Mosam Mobile Shop,Tordher,Mohallah Adamzai Jailse Bazar Swabi,,
Adnan Mobil center,Swabi,"NA, Main Bazar Ismaila, Swabi, NA Swabi, Sawabi G.P.O",,
Junaid Mobile center,Swabi,main bazar anbar distt swabi,,
International Pco,Kas Koroona,"Swabi Road, Swabi Road Kaskoroona Mardan, Mardan, NA Mardan, Abbottabad",,
bismillah jan keryana store,Swabi,"Main Bazar Shewa Adda Swabi, Main Bazar Shewa Adda Swabi, Swabi, N A Swabi, Sawabi G.P.O",,
MUHMMAD ZUBAIR TAILOR,Swabi,VILLAGE TAWOSKHANI MANERI PAYAN DISTT SWABI,,
MUMAMMAD ALI GENERAL STORE,Swabi,MEENA BANDA MANERI BALA DISTT SWABI,,
IMRAN MOBILE CENTER,Topi,"CAMP BAZAR, CAMP, Swabi, na Swabi, Peshawar",,
NAWAB COLD DRINKJS,Swabi,VILLAGE BANDE OBO DISTT SWABI,,
Fazal Raziq Electric,Naranji,"Naranji Swabi, Mardan, N/A Mardan, Mardan",,
Tariq PCO,Shewa Adda,"NA, main bazar shawa ada, Swabi, NA Swabi, Mardan",,
KHURRAM MOBILE CENTER,Sargodha,SHOP NO 6 AZIZ BHATTI TOWN KHUSHAB ROAD,,
SUBHAN MOBILE,Khushab,NEAR KATHA CHOWK KHUSHAB,,
Tayyaba Karyana,Sargodha,VIP Town Khushab Road,,
FRASAT MOBILES,Khushab,PURANA LARI ADDA KHUSHAB,,
RANA CD CENTER,Jouharabad,"NA, NOSHERA RD, Khushab, NA Khushab, Khushab",,
REHAN MOBILE,Khushab,KATHA CHOWK KHUSHAB,,
ARSHAD MOBILE,Jouharabad,"BHATTO SHOWK, Khushab, N/A Khushab, Khushab",,
KOSAR PHOTO STUDIO,Jouharabad,"KALMA CHOWK, Khushab, N/A Khushab, Khushab",,
MAHBOOB COLD CORNOR,Khushab,SARGODHA ROAD NAZAD KATHA CHOWK KHUSHAB,,
NAEEM WATCH CENTRE,Jouharabad,"PURANA LARI ADDA, Khushab, N/A Khushab, Khushab",,
AL SHABAZ MOBILES,Khushab,CHATRI CHOWK KHUSHAB,,
WAHEED MOBILE,Nowshera,"MAIN BAZAR PAIL, TEHSIL O DISTT KHUSHAB",,
QAMAR MOBILE,Khushab,PURAN ADDA KHUSHAB,,
IMRAN P C O,Jouharabad,"ISLAM PURA, Khushab, N/A Khushab, Khushab",,
MALIK ELECTRIC,Jouharabad,"KHALIQ ABAD, Khushab, N/A Khushab, Khushab",,
HAFIZ MOBILE SHOP,Khushab,NAARI P O KHAS TEHSIL AND DIST KHUSHAB,,
NEW HD MOBILE,Khushab,KATHA SAGHRAL POST OFFICE TEHSIL AND DIST KHUSHAB,,
NEW HARMAIN MOBILE,Khushab,PURANA LARI ADDA KHUSHAB,,
HAQ BAHOO KIRANA STORE,Khushab,MOHALLA MEDAN NALLI SHUMALI TEHSIL AND DIST KHUSHAB,,
TAHA MOBILE,Khushab,KACHA BAZAR KHUSHAB,,
HAMZA CD CENTER,Jouharabad,"NA, RONAQ PURA, Khushab, NA Khushab, Khushab",,
ADEEL G/S,Khushab,POST OFFICE KHURA DISTT KHUSHAB,,
AA INTERPRISE,Khushab,MAIN GOL BAZAR NEAR HBL BANK KHUSHAB,,
AWAN PCO,Jouharabad,"NA, MAIN ADDA KHALIQABAD, Khushab, NA Khushab, Khushab",,
zong sale point,Jouharabad,mohallah mudhain wala khushab,,
SARHAD DEPARTMENTAL STORE,Quaidabad,MIANWALI KHUSHAB ROAD QAID ABAD,,
AL QAMAR TOP SHOP,Khushab,NEAR MASJID COMBOH MOHALLA AHEERAN WALA KHUSHAB,,
munir mobile,Jouharabad,"NA, house # 2161/a mohallah baghalawala khushab, Khushab, NA Khushab, Khushab",,
ALI SUPER STORE TS,Jouharabad,"01, ABBAS CHOWK KHUSHAB, Khushab, NA Khushab, Khushab",,
Al Haidar PCO,Jouharabad,"na, Main Bazar Hadali, Khushab, na Khushab, Khushab",,
MIAN COLD CORNER,Jouharabad,"PINDI ROAD, Khushab, N/A Khushab, Khushab",,
Friends mobiles TS,Jouharabad,"01, Badli wala tehsil/distt khushab, Khushab, NA Khushab, Khushab",,
MAHAR KIRANA STORE,Khushab,MOHALLA JHOK BADSHAN WALA KHUSHAB,,
Ibrar Mobile,Jouharabad,"na, Lari Adda, Mitha Tawana, Khushab, na Khushab, Khushab",,
KHAQI PCO,Khushab,OPP TOTAL PUM SARGODHA ROAD KHUSHAB,,
Umer Mobile,Jouharabad,"na, MCB Chowk, Joharabad, Khushab, na Khushab, Khushab",,
ZAMAN MOBILE,Jouharabad,"MOHALLAH SHER SHAH, Khushab, N/A Khushab, Khushab",,
Maheel PCO,Sargodha,"01, Khushab Phatak Zafar Colony, Sargodha, NA Sargodha, Sargodha",,
#N/A,Arifwala,"NA, CHAK NO. 59 EB ARIFWALA, Arifwala, NA Pakpattan, Khushab",,
Mehrab Gul Karyana,Jouharabad,"na, Shamas Road Quaid abad, Khushab, na Khushab, Khushab",,
Lilla Computers,Jouharabad,"na, Near Main Branch UBL Joharabad, Khushab, na Khushab, Khushab",,
Riaz Mobile & PCO,Noor Pur Thall,"na, Mahni Thall, Mankera, Bhakkar, Khushab, na Khushab, Khushab",,
MALIK GENERAL STORE,Jouharabad,"NA, VAHEER, Khushab, NA Khushab, Khushab",,
AL MUBASHER MOBILE,Jouharabad,"NEW LARI ADDA KHUSHAB, Khushab, N/A Khushab, Khushab",,
ABDULLAH MOBILE,Jouharabad,"MAIN BAZAR, Khushab, N/A Khushab, Khushab",,
AQEEL P C O,Jouharabad,"NEW LARI ADDA KHUSHAB, Khushab, N/A Khushab, Khushab",,
Khalid Pco,Dera Ismail Khan,"NA, Sheikh Yousuf Adda, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Major Communication,Dera Ismail Khan,"NA, Bannu Adda DI Khan, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Marwat Pco,Dera Ismail Khan,"NA, Bannu Adda DI Khan, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
ISHAL MOBILE,Dikhan,"NA, Chota Bazar, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Barki Pco,Dera Ismail Khan,"na, Topan Wala Chowk, Dera Ismail Khan, na Dera Ismail Khan, Dera Ismail Khan",,
Nomi Mobiles,Dera Ismail Khan,"na, Adda Bilot Shareef Chashma Road, Dera Ismail Khan, na Dera Ismail Khan, Dera Ismail Khan",,
Chahat Mobile,Dera Ismail Khan,"NA, Adda Said Alyan Chashma Road Pahar Poor, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Luqman Mobiles,Dikhan,"NA, Marrah, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Al Madina Mobile Zone,Dera Ismail Khan,Main Parova Bazzar Dera Ismail Khan,,
Faheem Mobiles,Dera Ismail Khan,"NA, Wanda Madat, Pahar Poor, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Abid Mobile,Dera Ismail Khan,"na, Moh;Shabaz Khail PO PHAR PUR, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
sana ullah G store,Laki Marwat,"kalan, kalan, Lakki Marwat, N A Lakki Marwat, Dera Ismail Khan",,
Sultan Mobil,Dera Ismail Khan,"NA, Din pur road oppsite Zob adda, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Ateeq Mobiles,Dera Ismail Khan,"1, Inside Eid Gah DI Khan, Dera Ismail Khan, N/A Dera Ismail Khan, Dera Ismail Khan",,
Al Tawakal PCO,Tank,"NA, Main Bazar Tank, Tank, NA Tank, Dera Ismail Khan",,
Khizer Mobiles,Dikhan,"NA, Purani Sabzi Mandi¿, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Moon Mobiles,Dera Ismail Khan,"1, Topan Wala Chowk DI Khan, Dera Ismail Khan, N/A Dera Ismail Khan, Dera Ismail Khan",,
GM Mobiles,Dera Ismail Khan,"NA, Adda Panyala Shareef¿ Panyal Pahar Poor, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Makkah Mobile,Dera Ismail Khan,"1, Main Draban Chungi DI Khan, Dera Ismail Khan, N/A Dera Ismail Khan, Dera Ismail Khan",,
Lucky Mobiles,Dera Ismail Khan,"NA, Opp:Gomal Medicle College DI Khan, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Saeed Mobil,Tank,"NA, Inside Daman Plaza, Tank, NA Tank, Dera Ismail Khan",,
Koil Mobile,Dera Ismail Khan,Main Tank adda Dera Ismail Khan,,
Sana E Store,Laki Marwat,"Lakki Town, Lakki Town, Lakki Marwat, N A Lakki Marwat, Dera Ismail Khan",,
AL RAZI MOBILE,Sowari,"1, MAIN BAZAR SOWARI DAGAR, Buner, N/A Buner, Dera Ismail Khan",,
Al Muzzamil Mobile&G/S,Dera Ismail Khan,"Adda Kotja, Adda Kotjai D I Khan, Dera Ismail Khan, NA Kohat, Dera Ismail Khan",,
New Alfalah Mobiles,Dera Ismail Khan,"ZAFAR ABAD, D.I.KHAN, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Tayyab Karyana Store,Dera Ismail Khan,"NA, Mohallah Fakher abad Pahar Poor, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Al Ghani Super Store,Dera Ismail Khan,"1, Grid Road DI Khan, Dera Ismail Khan, N/A Dera Ismail Khan, Dera Ismail Khan",,
Lala Mobil 1,Dikhan,"NA, Galli Juma Shah Kulachi, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Ayaz Atta Dipu,Laki Marwat,"NA, Near Habeeb Bank, Lakki Marwat, NA Lakki Marwat, Dera Ismail Khan",,
Al Mehar Mobiles,Dera Ismail Khan,"Athok Keer, Athok Keeri Kaisor D I Khan, Dera Ismail Khan, NA Kohat, Dera Ismail Khan",,
Muddasir Mobiles,Tank,"Village po, Village pota D I Khan, Dera Ismail Khan, NA Kohat, Dera Ismail Khan",,
Cyber Soloution,Dikhan,"NA, Multan Road Near Law college DI Khan, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Zahir Shah G/Store,Dera Ismail Khan,"NA, Awan Pump Chashma road, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Al Kareem Mobiles,Dikhan,"NA, Adil Siprah Prova, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Ideal Foto State,Dikhan,"NA, Topan Wala Chowk DI Khan, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Al Karam Mobiles,Dera Ismail Khan,"Adda Omer, Adda Omer Khel chashma Road D I Khan, Dera Ismail Khan, NA Kohat, Dera Ismail Khan",,
Qadri Mobiles,Dera Ismail Khan,"NA, Himat Adda Chashma Road, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Good Luck Computers & Mobiles,Dera Ismail Khan,"NA, Prince Market Tank Adda, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Bismillah Mobiles,Dikhan,"NA, Prova Adda, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Tariq Medicle Store,Dera Ismail Khan,"NA, Lari Adda Pahar Poor, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Maz Genral Store,Laki Marwat,"NA, Guloti tehsil & District D I Khan, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Awan Mobil,Dera Ismail Khan,"NA, Oppsite Trible textil mill tank road, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Fazal Mobiles,Dikhan,"NA, Kat Shahani P/O Malana, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Saifi General Store,Dera Ismail Khan,"NA, Athog Keeri Khaisor DI Khan, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
Asad Ele Store,Dikhan,"NA, Shalam Abad Madni town PO Chanai, Dera Ismail Khan, NA Dera Ismail Khan, Dera Ismail Khan",,
PAKISTAN BOOK SHOP,Sowari,"NA, MAIN BAZAR TORWARSAK, Buner, NA Buner, Dera Ismail Khan",,
FIDA G.STORE,Laki Marwat,"NA, EESAK KHEL LAKKI MARWAT, Lakki Marwat, NA Lakki Marwat, Dera Ismail Khan",,
Hafiz Easy Load Center,Laki Marwat,"NA, Lakki Town Wanda Zeedan, Lakki Marwat, NA Lakki Marwat, Dera Ismail Khan",,
Zahid General Store,Laki Marwat,"NA, Abba Khel, Lakki Marwat, NA Lakki Marwat, Dera Ismail Khan",,
Iqbal Communication,Pashin,Saranan Market; chaman road,,
Israr Music Centre,Moro,Chaman Bazar Kandiaro,,
Murree Mobile,Bhara Kahu,Opp Chaman Bariyani Main Atthal Chowk Bhara Kahu Islamabad,,
MARWAN EASY PAISA,Quetta,Chaman Road Kuchlak,,
Salam Mobile Centre,Pashin,Main Chaman Road; Saranan Bazar Pishin,,
Al Saleem Omni Centre,Quetta,Chaman Road Kuchlak,,
Chaman Mobile,Gujranwala,Papnakha post office khas Teh&Distt Gujrawala,,
Nida Customer Services Center,Zillah Killah Abdullah,"NA, Kila abdullah Road, Chaman, na Qilla Abdullah, Quetta G.P.O.",,
AL MAKKA COMM:.,Moro,CHAMAN BAZAR KANDIARO,,
Wazeer Top Shop,Rawalpindi,"Shop #3, Chamanabad Near Usman Ghani Chowk Misrial Road RwP, Rawalpindi, NA Rawalpindi, Rawalpindi G.P.O.",,
Shah General Store,Khucklak,"NA, Near Chaman Road Kuchlak, Quetta, NA Quetta, Quetta G.P.O.",,
Al-Saleem Customer,Khucklak,"Chaman Road Khucklaq, Quetta, N/A Quetta, Quetta G.P.O.",,
Saeed General Store,Zhob,Chaman Phatak Quetta,,
Shahid Karyana,Lahore,Chaman Colony janazgah Road shahdara lahore.,,
RIZWAN MOBILE,Gujranwala,Chaman shah road Gujranwala,,
NAZEER STATIONARY,Quetta,Chaman Road Kuchlak,,
Abdullah Genral Store,Khushab,Mahallah Chaman Zar Faisalabad Road Okara,,
Habib General Store,Charsadda,Haji Zai Bakyanrha Shbaqadar Charsadda,,
Basharat Mobile,Charsadda,Shah Pasand kaly Charsadda,,
Hamza Mobile,Khushab,Khoro Mufti abad Charsadda,,
Danyal Mobile Centre,Charsadda,Shakh No 3 Sherpao Charsadda,,
Faiz Medicose,Khushab,Prang Ghar Ada Tangi Charsadda,,
Rahman Mobile,Charsadda,Nowshehra Road Main Chowk Charsadda,,
S S Mobile,Charsadda,Peshawar Road Charsadda,,
Hashaam Mobile,Khushab,Zahid Abad Khan Mahi Charsadda,,
Shah Cold Drinks,Charsadda,"NA, Main Bazar Umarzai Charsadda., Charsadda, NA Charsadda, Charsadda",,
Ayoub Medicose,Khushab,"NA, Musa Kaly p/o Utmanzai Tehsil & Distt Charsadda., Charsadda, NA Charsadda, Charsadda",,
FRIENDS C/S,Din Bahar,DIN BAHAR COLONY CHARSADDA ROAD PESHAWAR,,
Saif Mobile,Khushab,Parang Charsadda,,
Yasir Mobiles,Charsadda,Turlandai Chowk Charsadda,,
ASLAM PCO,Shabqadar,"MOHALLAH MIA GAN MATTA MUGHAL KHEL T SHABQADAR D CHARSADDA, Abbottabad, N/A Abbottabad, Abbottabad",,
IS Mobile Zone,Khushab,Sardar Ahmad Jan Colony Charsaddar Road Peshawar,,
Naveed mobile,Charsadda,Qala koruna Sardheri Charsadda,,
zeb mobile center,Khushab,Choti pull stop peshawar road charsadda,,
Yaseen Mobile,Khushab,Main Tangi Morr Tangi Charsadda,,
Shah Khamis Mobiles,Khushab,Iqbal abad Dheri zardad Charsadda,,
Kabeer Electric store,Charsadda,Main Bazar Tarnab Charsadda,,
Saif Ali Mobile Center,Khushab,Prang Akhon Khel Charsadda,,
Noor Mobiles,Charsadda,Peshawar road opposite police station Charsadda,,
